〇,ling
寵,chong
徸,chong
揰,chong
樁,chong
漴,chong
潼,tong
烛,zhu
爞,chong
痋,chong
盅,zhong
祌,chong
種,chong
緟,chong
茧,jian
蝩,chong
蟲,chong
褈,chong
蹱,chong
酮,tong
愁,chou
臭,chou
仇,chou
稠,chou
绸,chou
筹,chou
惆,chou
俦,chou
帱,chou
瘳,chou
侴,chou
偢,chou
儔,chou
嚋,chou
圳,zhen
妯,zhou
婤,chou
媿,chou
幬,chou
怞,chou
扭,niu
掫,chou
揄,yu
搊,chou
擣,chou
杻,chou
椆,chou
檮,tao
溴,xiu
牰,chou
畤,chou
盩,chou
眣,chou
籌,chou
紬,chou
綢,chou
臰,chou
薵,chou
裯,chou
詶,chou
譸,zhou
讎,chou
讐,chou
诪,zhou
跾,chou
醔,chou
醻,chou
鈕,chou
钮,niu
鮘,chou
鯈,chou
鲋,fu
锄,chu
除,chu
畜,xu
躇,chu
雏,chu
楮,chu
怵,chu
蜍,chu
俶,chu
助,zhu
嘼,chu
埱,chu
媰,chu
慉,chu
懨,chu
拀,chu
摢,chu
敊,chu
柠,ning
槒,chu
橻,chu
櫖,chu
欪,chu
涂,tu
淑,shu
滀,chu
炪,chu
琡,chu
硫,liu
祝,zhu
竐,chu
絮,xu
耝,chu
芻,chu
菆,chu
著,zhu
蓫,chu
蕏,chu
藸,chu
處,chu
蠩,chu
褚,chu
詘,chu
諔,chu
諸,chu
诎,qu
诸,zhu
跦,chu
踀,chu
踰,chu
鉏,ju
鋤,chu
雛,chu
鸀,chu
撮,cuo
欻,chua
歘,chua
揣,chuai
膪,chuai
啜,chuo
嘬,chuai
踹,chuai
腄,chuai
穿,chuan
传,chuan
串,chuan
舡,chuan
巛,chuan
傳,chuan
僢,chuan
圌,chui
堾,chuan
惴,zhui
掾,yuan
猭,chuan
甎,chuan
篅,chuan
膞,chuan
舩,chuan
踳,chuan
镩,cuan
鶨,chuan
窗,chuang
幢,zhuang
創,chuang
囪,chuang
囱,cong
戧,chuang
朣,chuang
橦,chuang
漺,chuang
膧,chuang
葱,cong
蔥,chuang
垂,chui
捶,chui
椎,zhui
槌,chui
棰,chui
倕,chui
埀,chui
惙,chui
搥,chui
箠,chui
郵,chui
鎚,chui
鬌,chui
魋,chui
唇,chun
纯,chun
淳,chun
鹑,chun
朐,qu
楯,dun
沌,dun
湻,chun
純,chun
肫,zhun
胊,chun
芚,chun
蓴,chun
輇,chun
輴,chun
辁,quan
錞,chun
鶉,chun
踔,chuo
促,cu
吷,jue
娕,chuo
娖,chuo
婥,chuo
婼,chuo
孎,chuo
斫,zhuo
淖,nao
箹,chuo
簇,cu
綴,chuo
缀,zhui
腏,chuo
荃,quan
蔟,cu
跿,chuo
踱,duo
醛,quan
鋜,chuo
錣,chuo
鏃,chuo
镞,zu
齱,chuo
次,ci
刺,ci
伺,si
疵,ci
兹,zi
呲,zi
祠,ci
司,si
呰,zi
啙,ci
堲,ci
姕,ci
嵯,cuo
嵳,ci
措,cuo
枱,ci
栜,ci
泚,ci
滋,zi
澬,ci
玼,ci
粢,zi
縒,ci
胔,ci
茲,ci
荠,ji
萕,ci
薋,ci
薺,ji
蚝,hao
螅,xi
蠀,ci
赼,ci
趑,zi
跐,ci
鈶,ci
骴,ci
髊,ci
鮆,ji
齹,ci
从,cong
枞,cong
淙,cong
偬,zong
從,cong
憁,cong
棇,cong
楤,cong
樅,cong
漎,cong
潀,cong
潈,cong
潨,cong
焧,cong
熜,cong
燪,cong
碂,cong
総,cong
緫,cong
縦,cong
縱,cong
總,cong
纵,zong
蓯,cong
楱,cou
奏,zou
揍,zou
族,zu
薮,sou
藪,cou
趋,qu
趣,qu
趨,cou
醋,cu
卒,cu
徂,cu
酢,cu
蹴,cu
且,qie
卆,cu
噈,cu
怚,cu
戚,qi
捽,cu
皻,cu
脨,cu
蔍,cu
蔖,cu
趥,cu
踓,cu
踤,cu
踧,cu
蹵,cu
錯,cu
错,cuo
麆,cu
攒,zan
僔,cuan
攅,cuan
攢,zan
昕,xin
欑,cuan
濽,cuan
灒,cuan
穳,cuan
窾,kuan
篹,cuan
襸,cuan
鋑,cuan
摧,cui
淬,cui
衰,shuai
粹,cui
啐,cui
毳,cui
伜,cui
倅,cui
崒,cui
崪,cui
嶉,cui
椊,cui
槯,cui
濢,cui
熣,cui
獕,cui
琗,cui
粋,cui
紣,cui
綷,cui
縗,cui
繀,cui
缞,cui
脺,cui
襊,cui
趡,cui
隹,zhui
顇,cui
蹲,dun
侟,cun
吋,cun
墫,cun
拵,cun
洊,jian
浚,jun
踆,cun
挫,cuo
厝,cuo
脞,cuo
庴,cuo
昔,xi
最,zui
棤,cuo
澨,shi
營,cuo
睉,cuo
諎,cuo
躜,zuan
躦,cuo
酂,cuo
酇,cuo
大,da
达,da
搭,da
塔,ta
耷,da
疸,dan
怛,da
沓,ta
嗒,ta
鞑,da
剳,da
呾,da
塌,ta
搨,da
撘,da
橽,da
毼,da
汏,da
溚,da
畗,da
矺,da
笚,da
胆,dan
荅,da
觰,da
迏,da
迖,da
迭,die
逹,da
達,da
鎉,da
鎝,da
韃,da
逮,dai
歹,dai
贷,dai
怠,dai
呔,dai
骀,tai
嘚,de
廗,dai
棣,di
毒,du
箉,dai
蚮,dai
蝳,dai
螮,dai
詒,dai
诒,yi
貸,dai
蹛,dai
軚,dai
逯,lu
遞,dai
遰,dai
隶,li
馱,tuo
駄,dai
駘,dai
驮,tuo
黱,dai
但,dan
担,dan
弹,tan
淡,dan
郸,dan
惮,dan
石,shi
澹,dan
萏,dan
赕,dan
儋,dan
丼,dan
伔,dan
倓,dan
冄,dan
冉,ran
唌,dan
嘾,dan
噡,dan
坛,tan
壇,dan
娊,dan
弾,dan
彈,dan
惔,tan
憾,han
抌,dan
撢,dan
擔,dan
檐,yan
欿,kan
潭,tan
澸,dan
癉,dan
皽,dan
膻,shan
蜒,yan
訑,dan
詹,zhan
贍,dan
赡,shan
鄲,dan
酖,dan
醈,dan
頕,dan
餤,dan
黮,dan
黵,dan
荡,dang
偒,dang
婸,dang
崵,dang
嵣,dang
愓,dang
攩,dang
欓,dang
潒,dang
灙,dang
烫,tang
燙,dang
瘍,dang
簜,dang
蕩,dang
蘯,dang
逿,dang
闣,dang
刀,dao
纛,dao
焘,dao
叨,dao
受,shou
啁,zhou
嘄,dao
宲,dao
屶,dao
忑,te
朷,dao
洮,tao
燾,tao
箌,dao
絩,dao
翢,dao
虭,dao
陶,tao
鳥,niao
鸟,niao
的,de
地,di
得,de
底,di
棏,de
登,deng
陟,zhi
哋,dei
灯,deng
邓,deng
敌,di
抵,di
弟,di
堤,di
狄,di
翟,zhai
觌,di
谛,di
诋,di
嘀,di
氐,di
睇,di
籴,di
儥,di
勺,shao
啇,di
坔,di
埅,di
墆,di
奃,di
媂,di
嵽,di
弔,di
弚,di
扚,di
拞,di
揥,di
摕,di
旳,di
杕,duo
枤,di
楴,di
樀,di
浟,di
渧,di
牴,di
珶,di
疐,zhi
碮,di
篴,di
約,yue
约,yue
聜,di
芍,shao
苐,di
莜,you
蓧,di
藋,diao
蝃,di
覿,di
觝,di
詆,di
諟,di
諦,di
蹄,ti
蹏,di
蹢,zhi
逐,zhu
適,shi
釱,di
題,di
题,ti
髢,di
鬄,di
魡,di
颠,dian
奠,dian
典,dian
佃,dian
滇,dian
甸,dian
钿,dian
坫,dian
阽,dian
唸,dian
埝,nian
拈,nian
槇,dian
槙,dian
橝,dian
涎,xian
湺,dian
痶,dian
腍,dian
蜓,ting
鈿,dian
顚,dian
顛,dian
點,dian
掉,diao
调,tiao
铫,yao
佻,tiao
倜,ti
嬥,diao
挑,tiao
殦,diao
淍,diao
瞗,diao
矵,diao
粜,tiao
糶,diao
蜩,tiao
誂,diao
調,diao
赵,zhao
趙,diao
跳,tiao
軺,diao
轺,yao
錭,diao
颩,diao
鳭,diao
鵃,diao
鸼,diao
跌,die
碟,die
蝶,die
谍,die
揲,she
鲽,die
喋,die
佚,yi
咥,die
啑,die
崼,die
怢,die
惵,die
挃,die
挕,die
昳,die
柣,die
楪,die
槢,die
泆,yi
涉,she
渉,die
渫,xie
眰,die
窒,zhi
至,zhi
臷,die
螲,die
褶,zhe
諜,die
趃,die
跕,dian
踢,ti
軼,die
轶,yi
鐡,die
鐵,die
鞢,die
鮙,die
鰈,die
鰨,die
鳎,ta
丁,ding
钉,ding
鼎,ding
町,ding
铤,ting
疔,ding
奵,ding
忊,ding
掟,ding
汀,ting
濎,ding
甼,ding
艼,ding
葶,ting
釘,ding
鋌,ding
鼑,ding
洞,dong
董,dong
侗,dong
恫,dong
峒,dong
垌,dong
硐,dong
勭,dong
墥,dong
峝,dong
桐,tong
湩,dong
烔,tong
燑,dong
狫,dong
甬,yong
筒,tong
筩,dong
絧,dong
衕,dong
詷,dong
騆,dong
都,du
斗,dou
逗,dou
读,du
侸,dou
凟,dou
吺,dou
投,tou
枓,dou
毭,dou
氀,dou
渎,du
瀆,dou
窬,yu
竇,dou
艔,dou
讀,du
逾,yu
酡,tuo
鋀,dou
钭,dou
度,du
堵,du
杜,du
顿,dun
剢,du
剫,du
噣,du
塗,du
帾,du
斁,du
晵,du
暏,du
樚,du
樞,du
橐,tuo
睪,du
竺,zhu
笁,du
襡,du
襩,du
鍺,du
锗,zhe
闍,she
阇,she
陼,du
頓,dun
剬,duan
彖,tuan
耑,zhuan
褍,duan
堆,dui
兑,dui
敦,dun
镦,dui
兊,dui
兌,dui
埻,dui
夺,duo
奪,dui
嵟,dui
憞,dui
杸,dui
濻,dui
瀢,dui
磓,dui
膭,dui
謉,dui
追,zhui
鈗,dui
銳,dui
鋭,dui
鐓,dui
鐜,dui
锐,rui
隊,dui
吨,dun
盾,dun
囤,tun
遁,dun
盹,dun
炖,dun
俊,jun
庉,dun
忳,tun
橔,dun
燉,dun
腞,dun
腯,tu
蜳,dun
豚,tun
惰,duo
堕,duo
掇,duo
沲,duo
喥,duo
墮,duo
媠,tuo
嫷,duo
嶞,duo
敓,duo
敚,duo
敠,duo
敪,duo
杂,za
柁,tuo
柂,duo
柮,duo
椯,duo
橢,duo
沰,duo
澤,duo
硾,duo
茤,duo
詑,duo
貀,duo
軃,duo
陀,tuo
陏,duo
隋,sui
隓,duo
鮵,duo
哦,o
蛾,e
恶,e
锇,e
垩,e
阏,yan
亚,ya
亜,e
亞,e
伪,wei
佮,e
侉,kua
偽,e
僞,e
僫,e
吪,e
哑,ya
唖,e
啈,e
啞,e
噁,e
囐,e
垭,ya
埡,e
堊,e
姶,e
屵,e
岋,e
惡,e
搕,ke
搤,e
曷,he
椏,e
歺,e
玀,e
硪,wo
礘,e
蒍,e
蘁,e
詻,e
輵,e
邑,yi
鋨,e
閜,e
閼,yan
鬲,ge
魤,e
魥,e
鰪,e
齃,e
齾,e
诶,ei
嗯,en
煾,en
饐,en
而,er
耳,er
儿,er
尔,er
佴,nai
铒,er
児,er
兒,er
唲,er
嬭,er
尒,er
尓,er
杒,er
樲,er
渪,er
濡,ru
爾,er
耏,er
聏,er
臑,er
輭,er
鉺,er
陾,er
髶,er
发,fa
砝,fa
廢,fa
橃,fa
汎,fa
泛,fan
蕟,fa
醗,fa
醱,fa
繁,fan
燔,fan
伋,ji
婏,fan
嬎,fan
嬔,fan
払,fan
楓,fan
渢,fan
犿,fan
畨,fan
膰,fan
蟠,pan
袢,pan
軓,fan
辺,fan
房,fang
方,fang
仿,fang
彷,pang
汸,fang
趽,fang
雱,fang
髣,fang
鰟,fang
鳑,fang
肺,fei
匪,fei
沸,fei
啡,fei
妃,fei
芾,fu
朏,fei
柹,fei
橨,fei
砩,fei
祓,fu
笰,fei
紼,fei
绋,fu
胏,fei
胐,fei
萉,fei
蕡,fei
裴,pei
裵,fei
裶,fei
陫,fei
髴,fei
奋,fen
吩,fen
汾,fen
喷,pen
噴,fen
坆,fen
坋,ben
愍,min
敃,fen
歕,fen
濆,fen
盼,pan
葐,fen
衯,fen
錀,fen
逢,feng
冯,feng
夆,feng
捀,feng
捧,peng
摓,feng
浲,feng
溄,feng
炐,feng
甮,feng
肨,feng
舽,feng
莑,feng
蘕,feng
蘴,feng
豊,feng
逄,pang
馮,ping
鵬,feng
鹏,peng
仸,fo
否,fou
垺,fou
妚,fou
炰,pao
芣,fou
衃,fou
副,fu
扶,fu
府,fu
抚,fu
肤,fu
涪,fu
市,shi
甫,fu
脯,fu
苻,fu
莩,fu
仅,jin
俛,mian
冹,fu
呒,fu
嘸,fu
妋,fu
宓,mi
峊,fu
巿,fu
怀,huai
抙,fu
捊,fu
掊,pou
撫,fu
棴,fu
汱,fu
沕,fu
烰,fu
璷,fu
纀,fu
胕,fu
膚,fu
莆,pu
蓲,fu
蜅,fu
襆,fu
襥,fu
豧,fu
軵,fu
还,huan
邚,fu
郍,fu
鄜,fu
酻,fu
錇,fu
锫,pei
陚,fu
頫,fu
鬴,fu
鳺,fu
噶,ga
胳,ge
夹,jia
咖,ka
轧,zha
钆,ga
伽,jia
旮,ga
呷,xia
軋,ya
釓,ga
甴,gad
盖,gai
概,gai
芥,jie
溉,gai
侅,gai
咳,ke
摡,gai
杚,gai
核,he
汽,qi
絯,gai
胲,hai
蓋,gai
郂,gai
鎅,gai
阣,gai
骸,hai
赶,gan
感,gan
甘,gan
柑,gan
赣,gan
旰,gan
酐,gan
矸,gan
泔,gan
澉,gan
淦,gan
个,ge
乹,gan
乾,qian
亁,gan
仠,gan
佄,gan
咁,gan
奸,jian
忓,gan
扞,gan
捍,han
攼,gan
桿,gan
榦,gan
汗,han
浛,gan
笴,gan
篢,gan
虷,gan
諴,gan
豃,gan
贑,gan
贛,gan
釬,gan
錎,gan
飦,gan
鰔,gan
鳱,gan
港,gang
杠,gang
扛,kang
戆,gang
亢,kang
伉,kang
戅,gang
戇,gang
抗,kang
溝,gang
犺,gang
矼,gang
碙,gang
罓,gang
阬,gang
頏,gang
颃,hang
搞,gao
告,gao
镐,gao
皋,gao
睾,gao
槁,gao
咎,jiu
暠,hao
槀,gao
浩,hao
滜,gao
澔,gao
獋,gao
獔,gao
皐,gao
稾,gao
羙,gao
臯,gao
蒿,hao
藳,gao
鎬,gao
格,ge
隔,ge
革,ge
咯,luo
蛤,ha
疙,ge
屹,yi
合,he
铬,ge
硌,ge
颌,he
袼,ge
圪,ge
镉,ge
仡,ge
纥,ge
哿,ge
介,jie
佫,ge
可,ke
吤,ge
嘅,ge
嘢,ge
扢,gu
挌,ge
敋,ge
牫,ge
牱,ge
犵,ge
猲,ge
獦,ge
秴,ge
紇,ge
肐,ge
臈,ge
茖,ge
菏,he
蛒,ge
裓,ge
詥,ge
鉀,ge
鉻,ge
鉿,ge
鎑,ge
鎘,ge
钾,jia
铪,ha
閘,ge
閤,he
闸,zha
鞈,ge
頜,he
髂,qia
魺,ge
鮥,luo
鲄,ge
鴐,ge
鵅,ge
给,gei
給,gei
哏,gen
茛,gen
亘,gen
艮,gen
痕,hen
颈,jing
羹,geng
哽,geng
亙,geng
恆,geng
掶,geng
暅,geng
硬,ying
絙,geng
羮,geng
邢,xing
郉,geng
頸,jing
拱,gong
红,hong
蚣,gong
厷,gong
咣,guang
唝,gong
嗊,gong
愩,gong
慐,gong
渱,gong
紅,hong
羾,gong
虹,hong
蛩,qiong
銾,gong
魟,gong
龏,gong
句,ju
彀,gou
枸,gou
诟,gou
佝,gou
傋,gou
区,qu
區,qu
呴,xu
姤,gou
抅,gou
拘,ju
構,gou
泃,gou
茩,gou
蚼,gou
詬,gou
軥,gou
鉤,gou
鮈,gou
鴝,gou
鸜,gou
鸲,qu
古,gu
谷,gu
雇,gu
贾,jia
汩,gu
鹄,hu
鹘,hu
钴,gu
呱,gua
嘏,gu
僱,gu
劷,gu
哌,pai
嗀,gu
嗗,gu
夃,gu
峠,gu
怘,gu
抇,gu
枯,ku
櫎,gu
淈,gu
滑,hua
焸,gu
瓠,hu
硲,gu
磆,gu
穀,gu
糓,gu
縎,gu
胍,gua
苦,ku
苽,gu
蛌,gu
蠱,gu
角,jiao
賈,gu
鈲,gu
鈷,gu
頋,gu
骰,tou
鵠,hu
鶻,hu
栝,gua
咶,gua
咼,gua
絓,gua
緺,gua
罫,gua
舌,she
諣,gua
趏,gua
踻,gua
銛,gua
銽,gua
铦,gua
颳,gua
掴,guai
叏,guai
哙,kuai
噲,guai
夬,guai
关,guan
灌,guan
贯,guan
纶,lun
矜,jin
莞,guan
鳏,guan
鹳,guan
丱,guan
卝,guan
婠,guan
懽,huan
斡,wo
果,guo
桄,guang
權,guan
毌,guan
沦,lun
淉,guan
淪,guan
潅,guan
琯,guan
矔,guan
綸,lun
菅,jian
萖,guan
貫,guan
関,guan
闗,guan
關,guan
雚,guan
鰥,guan
鵍,guan
鸛,guan
逛,guang
侊,guang
廣,guang
恍,huang
扩,kuo
挄,guang
撗,guang
擴,guang
横,heng
欟,guang
洸,guang
潢,huang
獷,guang
硄,guang
臦,guang
臩,guang
趪,guang
迋,guang
归,gui
规,gui
硅,gui
柜,gui
龟,gui
傀,kui
炔,que
桧,gui
鳜,gui
鲑,gui
炅,gui
匮,kui
匱,gui
哇,wa
姽,gui
娃,wa
嫢,gui
嶡,gui
嶲,gui
巂,gui
廆,gui
恑,gui
昋,gui
朹,gui
桅,wei
槣,gui
檜,gui
櫃,gui
櫰,gui
歸,gui
氿,gui
沩,wei
洼,wa
溎,gui
潙,gui
癐,gui
瞆,gui
瞶,gui
硊,gui
祈,qi
窐,gui
簂,gui
絵,gui
繪,gui
绘,hui
胿,gui
蘬,gui
螝,gui
袿,gui
襘,gui
規,gui
觖,jue
赽,gui
趹,gui
蹶,jue
隗,kui
雟,gui
鞼,gui
騩,gui
鬹,gui
鮭,gui
鱖,gui
鴂,jue
鴃,jue
龜,gui
绲,gun
棞,gun
浑,hun
混,hun
渾,gun
璭,gun
睔,gun
睴,gun
緄,gun
緷,gun
裷,gun
錕,gun
锟,kun
涡,wo
埚,guo
馘,guo
猓,guo
呙,guo
蜾,guo
划,hua
唬,hu
囗,kou
堝,guo
摑,guai
楇,guo
活,huo
渦,wo
濄,guo
矌,guo
粿,guo
腂,guo
腘,guo
膕,guo
蜮,yu
蝸,guo
蟈,guo
蠃,luo
輠,guo
過,guo
錁,guo
锞,ke
哈,ha
虾,xia
丷,ha
吓,xia
奤,ha
妎,ha
為,ha
獬,xie
蝦,ha
害,hai
亥,hai
嗨,hai
咍,hai
咴,hui
嚡,hai
還,hai
頦,hai
颏,ke
喊,han
撖,han
阚,kan
嚂,han
嫨,han
嵌,qian
晥,han
椷,han
欦,han
歛,han
淊,han
滩,tan
漢,han
澣,huan
灘,han
熯,han
糮,han
肣,han
蘫,han
譀,han
軒,han
轩,xuan
鈐,han
钤,qian
闞,kan
靬,han
顩,han
馯,han
鬫,han
行,hang
巷,xiang
杭,hang
吭,keng
沆,hang
珩,heng
妔,hang
忼,hang
桁,heng
炕,kang
狼,lang
迒,hang
邟,hang
号,hao
郝,hao
耗,hao
貉,hao
皓,hao
呺,hao
妞,niu
悎,hao
滈,hao
秏,hao
翯,hao
膠,hao
茠,hao
薧,hao
藃,hao
虠,hao
諕,hao
鄗,hao
鎒,hao
鐞,hao
和,he
喝,he
赫,he
嗬,he
劾,he
盍,he
翮,he
呼,hu
咊,he
喛,he
嗃,he
嗑,ke
嚇,xia
愒,kai
抲,he
揭,jie
欱,he
洽,qia
渇,he
渴,ke
湼,he
焃,he
熇,he
燺,he
狢,he
繳,jiao
缴,jiao
苛,ke
藿,huo
蚵,he
蝎,xie
螛,he
袔,he
謞,he
貈,he
輅,he
轄,he
辂,lu
辖,xia
郃,he
阋,xi
隺,he
霍,huo
鞨,he
餄,he
饸,he
鬩,he
鶡,he
鶮,he
嘿,hei
嬒,hei
狠,hen
佷,hen
噷,hen
掀,xian
哼,heng
亨,heng
堼,heng
狟,huan
訇,hong
吽,hong
哅,hong
屸,hong
巆,hong
揈,hong
汪,wang
渹,hong
澋,hong
澒,hong
瓨,hong
舼,hong
謍,hong
谾,hong
閧,hong
闀,hong
闂,hong
鬨,hong
翵,hou
銗,hou
齁,hou
戏,xi
笏,hu
浒,hu
冴,hu
嚛,hu
姱,hu
幠,hu
恗,hu
戯,xi
戱,hu
戲,xi
搰,hu
擭,hu
枑,hu
楛,ku
殻,qiao
汻,hu
洿,hu
滸,xu
濩,huo
瓡,hu
礐,hu
穫,hu
縏,hu
羽,yu
膴,hu
舗,hu
芐,hu
芔,hu
芦,lu
芴,wu
觷,hu
許,hu
謼,hu
许,xu
鋘,hu
韄,hu
鴩,hu
化,hua
豁,huo
砉,hua
劃,hua
劐,huo
姡,hua
学,xue
學,hua
找,zhao
搳,hua
檴,hua
浍,kuai
澮,hui
獪,hua
璍,hua
稞,ke
舙,hua
芲,hua
華,hua
蕐,hua
蘳,hua
觟,hua
譁,hua
譮,hua
釪,hua
釫,hua
坏,huai
徊,huai
佪,huai
喟,kui
嘳,huai
坯,pi
壞,huai
瀤,huai
涣,huan
獾,huan
擐,huan
郇,xun
寰,huan
圜,huan
萑,zhui
圂,huan
垸,yuan
孉,huan
巜,huan
懁,huan
援,yuan
欥,huan
汍,huan
澴,huan
瑗,yuan
瓛,huan
皖,wan
眩,xuan
瞏,huan
瞣,huan
綄,huan
脘,wan
蒝,huan
蠸,huan
輐,huan
酄,huan
鉮,huan
鐶,huan
镮,huan
荒,huang
皇,huang
磺,huang
湟,huang
揘,huang
朚,huang
熀,huang
爌,huang
芒,mang
茫,mang
韹,huang
会,hui
挥,hui
珲,hui
喙,hui
哕,yue
隳,hui
儶,hui
叀,hui
噦,hui
孈,hui
揮,hui
撝,hui
會,hui
椲,hui
沬,hui
湏,hui
濊,hui
烜,xuan
煇,hui
煒,hui
琿,hui
璯,hui
瘣,hui
眭,sui
睢,sui
蒐,hui
蚘,hui
袆,hui
褘,hui
违,wei
違,hui
銊,hui
鏸,hui
韋,hui
韢,hui
韦,wei
鼿,hui
齀,hui
荤,hun
馄,hun
婫,hun
惛,hun
惽,hun
捆,kun
昆,kun
梡,hun
梱,hun
殙,hun
湣,hun
湷,hun
焄,xun
眃,hun
緍,hun
緡,hun
繉,hun
缗,min
葷,hun
蔒,hun
轋,hun
顐,hun
餛,hun
餫,hun
或,huo
嚯,huo
攉,huo
蠖,huo
嚄,huo
掝,huo
搉,que
漷,huo
矆,huo
礊,huo
秮,huo
秳,huo
篧,huo
艧,huo
萿,huo
蒦,huo
越,yue
閄,huo
隻,huo
雘,huo
靃,huo
魊,huo
乁,i
既,ji
机,ji
积,ji
己,ji
系,xi
激,ji
姬,ji
缉,ji
技,ji
伎,ji
祭,ji
济,ji
籍,ji
期,qi
其,qi
齐,qi
圾,ji
畸,ji
稽,ji
鲫,ji
稷,ji
诘,jie
暨,ji
掎,ji
唧,ji
丌,ji
偈,ji
咭,ji
蕺,ji
亟,ji
犄,ji
哜,ji
倚,yi
吇,ji
嚌,ji
墍,ji
姼,ji
尐,ji
居,ju
屰,ji
峜,ji
帺,ji
彐,ji
憿,ji
懠,ji
揖,yi
撽,ji
擊,ji
攲,ji
敧,ji
曁,ji
棋,qi
楖,ji
櫭,ji
毄,ji
汥,ji
洁,jie
淁,ji
済,ji
濈,ji
濟,ji
焏,ji
狤,ji
猗,yi
璂,ji
璾,ji
瘵,zhai
睽,kui
瞉,ji
瞿,qu
禨,ji
秸,jie
稘,ji
穧,ji
糭,ji
紒,ji
結,ji
緝,ji
縘,ji
繫,xi
结,jie
耤,ji
脔,luan
艻,ji
芶,ji
苙,ji
莋,ji
萁,qi
蒩,ji
蔇,ji
蕲,qi
藉,ji
蘄,ji
蜡,la
蝍,jie
蟣,ji
蟻,ji
蟿,ji
褀,ji
觭,ji
訐,ji
讦,jie
谿,ji
賫,ji
趌,ji
趞,ji
跂,ji
踑,ji
踖,ji
踦,ji
躤,ji
郅,zhi
鄿,ji
鐖,ji
雦,ji
鞊,ji
饑,ji
騎,ji
骑,qi
鬾,ji
魝,ji
鯯,ji
鯽,ji
齊,qi
齍,ji
家,jia
假,jia
价,jia
茄,qie
葭,jia
迦,jia
浃,jia
恝,jia
珈,jia
瘕,jia
傢,jia
價,jia
叚,jia
唊,jia
埉,jia
夏,xia
夓,jia
夾,jia
宊,jia
徦,jia
忦,jia
押,ya
拁,jia
拮,jie
挈,qie
挟,xie
挾,xie
揩,kai
揳,jia
擖,jia
暇,xia
浹,jia
脥,jia
袷,qia
裌,jia
跲,jia
頡,jie
颉,jie
駱,jia
骆,luo
骱,jie
见,jian
件,jian
肩,jian
浅,qian
碱,jian
槛,jian
谏,jian
腱,jian
趼,yan
搛,jian
笕,jian
囝,nan
鹣,jian
僭,jian
湔,jian
偂,jian
傔,jian
僣,jian
前,qian
堑,qian
堿,jian
塹,jian
帴,jian
揃,jian
揵,qian
撿,jian
攕,jian
暕,jian
柙,xia
栫,jian
梘,jian
椾,jian
榗,jian
橌,jian
橏,jian
橺,jian
檻,kan
櫼,jian
涀,jian
滥,lan
濫,jian
濺,jian
瀳,jian
犍,jian
猏,jian
玪,jian
監,jian
瞯,jian
碊,jian
礆,jian
稴,jian
筧,jian
箴,zhen
籈,jian
纎,jian
纖,xian
纤,xian
聻,jian
葏,jian
葥,jian
蔪,jian
袸,jian
見,jian
諫,jian
譖,jian
譼,jian
谮,zen
豜,jian
豣,jian
醎,xian
醶,jian
釰,jian
釼,jian
鈃,jian
銒,jian
銭,jian
鋄,jian
錢,jian
錬,jian
錽,jian
鍊,jian
鎫,jian
鏩,jian
鐱,jian
鑯,jian
钘,jian
钱,qian
閒,jian
险,xian
險,jian
餰,jian
騫,jian
骞,qian
鰜,jian
鳒,jian
鳽,jian
鶼,jian
鹹,jian
黚,jian
黬,jian
将,jiang
降,jiang
疆,jiang
强,qiang
勥,jiang
塂,jiang
夅,jiang
將,jiang
強,qiang
彊,qiang
摪,jiang
杢,jiang
蔃,jiang
袶,jiang
脚,jiao
较,jiao
觉,jue
焦,jiao
胶,jiao
绞,jiao
校,xiao
骄,jiao
狡,jiao
嚼,jue
蕉,jiao
窖,jiao
侥,jiao
徼,jiao
艽,jiao
敫,jiao
峤,jiao
跤,jiao
姣,jiao
茭,jiao
噍,jiao
醮,jiao
佼,jiao
湫,qiu
挢,jiao
乔,qiao
侨,qiao
僑,jiao
僥,jiao
勪,jiao
却,que
卻,jiao
咬,yao
喬,jiao
妖,yao
嫶,jiao
嵺,jiao
嶠,jiao
恔,jiao
憢,jiao
捁,jiao
撟,jiao
敥,jiao
橋,jiao
櫵,jiao
湬,jiao
潐,jiao
灂,jiao
烄,jiao
焳,jiao
燋,jiao
窌,jiao
糾,jiao
絞,jiao
纠,jiu
腳,jiao
芁,jiao
茮,jiao
菽,shu
萩,jiao
蕎,jiao
蟜,jiao
覐,jiao
覚,jiao
覺,jue
譑,jiao
蹻,jue
較,jiao
轇,jiao
釥,jiao
驕,jiao
骹,jiao
鵁,jiao
鵤,jiao
解,jie
姐,jie
楷,kai
桔,jie
睫,jie
喈,jie
嗟,jie
鲒,jie
婕,jie
碣,jie
倢,jie
偼,jie
卪,jie
唶,jie
契,qi
媫,jie
嫅,jie
嵑,jie
嶰,jie
悈,jie
拾,shi
搩,jie
擳,jie
椄,jie
楬,jie
洯,jie
湝,jie
疌,jie
祖,zu
絜,jie
繲,jie
艐,jie
菨,jie
蛣,jie
袓,jie
觧,jie
詰,jie
謯,jie
鍇,jie
锴,kai
雃,jie
髫,tiao
鮚,jie
劲,jin
浸,jin
筋,jin
廑,jin
槿,jin
衿,jin
堇,jin
妗,jin
伒,jin
劤,jin
勁,jin
厪,jin
吟,yin
唫,yin
埐,jin
墐,jin
婜,jin
嬐,jin
寖,jin
嶜,jin
慬,jin
斳,jin
歏,jin
濅,jin
竻,jin
紾,jin
肋,lei
臸,jin
荕,jin
